Race,Sex,Age Group,Occupation,Cause of Death (ICD),PMR,Deaths,Significance level,Lower 95% CI,Upper 95% CI
B,M,65-90,CONTROL & VALVE INSTALLER REPAIRERS,ASBESTOSIS,0,<5,,,
,,,"[0]730, [8]539, [9]539","[0]J61, [9]501",,,,,
W,F,65-90,CONTROL & VALVE INSTALLER REPAIRERS,ASBESTOSIS,0,<5,,,
,,,"[0]730, [8]539, [9]539","[0]J61, [9]501",,,,,
W,M,65-90,CONTROL & VALVE INSTALLER REPAIRERS,ASBESTOSIS,0,<5,,,
,,,"[0]730, [8]539, [9]539","[0]J61, [9]501",,,,,
B,F,65-90,"MILLWRIGHTS, ENGINE INSTALLERS",ASBESTOSIS,0,<5,,,
,,,"[0]773, 736, [8]544, [9]544","[0]J61, [9]501",,,,,
B,M,65-90,"MILLWRIGHTS, ENGINE INSTALLERS",ASBESTOSIS,0,<5,,,
,,,"[0]773, 736, [8]544, [9]544","[0]J61, [9]501",,,,,
W,F,65-90,"MILLWRIGHTS, ENGINE INSTALLERS",ASBESTOSIS,0,<5,,,
,,,"[0]773, 736, [8]544, [9]544","[0]J61, [9]501",,,,,
W,M,65-90,"MILLWRIGHTS, ENGINE INSTALLERS",ASBESTOSIS,362,<5,,99,927
,,,"[0]773, 736, [8]544, [9]544","[0]J61, [9]501",,,,,
B,F,65-90,"SPECIFIED MECHANICS & REPAIRERS, NEC",ASBESTOSIS,0,<5,,,
,,,"[0]726, 733-735, 743, 751, 755-756, 762, [8]547, [9]547","[0]J61, [9]501",,,,,
B,M,65-90,"SPECIFIED MECHANICS & REPAIRERS, NEC",ASBESTOSIS,0,<5,,,
,,,"[0]726, 733-735, 743, 751, 755-756, 762, [8]547, [9]547","[0]J61, [9]501",,,,,
W,F,65-90,"SPECIFIED MECHANICS & REPAIRERS, NEC",ASBESTOSIS,0,<5,,,
,,,"[0]726, 733-735, 743, 751, 755-756, 762, [8]547, [9]547","[0]J61, [9]501",,,,,
W,M,65-90,"SPECIFIED MECHANICS & REPAIRERS, NEC",ASBESTOSIS,143,<5,,17,515
,,,"[0]726, 733-735, 743, 751, 755-756, 762, [8]547, [9]547","[0]J61, [9]501",,,,,
B,F,65-90,"HELPERS, MECHANICS, REPAIRERS, NEC",ASBESTOSIS,0,<5,,,
,,,"[0]761-762, 734, [8]549, [9]865, 547, 549","[0]J61, [9]501",,,,,
B,M,65-90,"HELPERS, MECHANICS, REPAIRERS, NEC",ASBESTOSIS,0,<5,,,
,,,"[0]761-762, 734, [8]549, [9]865, 547, 549","[0]J61, [9]501",,,,,
W,F,65-90,"HELPERS, MECHANICS, REPAIRERS, NEC",ASBESTOSIS,0,<5,,,
,,,"[0]761-762, 734, [8]549, [9]865, 547, 549","[0]J61, [9]501",,,,,
W,M,65-90,"HELPERS, MECHANICS, REPAIRERS, NEC",ASBESTOSIS,188,5,,61,438
,,,"[0]761-762, 734, [8]549, [9]865, 547, 549","[0]J61, [9]501",,,,,
B,F,65-90,CONSTRUCTION TRADES,ASBESTOSIS,0,<5,,,
,,,"[0]620-676, [8]553-599, [9]553-599","[0]J61, [9]501",,,,,
B,M,65-90,CONSTRUCTION TRADES,ASBESTOSIS,110,<5,,3,613
,,,"[0]620-676, [8]553-599, [9]553-599","[0]J61, [9]501",,,,,
W,F,65-90,CONSTRUCTION TRADES,ASBESTOSIS,0,<5,,,
,,,"[0]620-676, [8]553-599, [9]553-599","[0]J61, [9]501",,,,,
W,M,65-90,CONSTRUCTION TRADES,ASBESTOSIS,275,75,p<0.01,217,345
,,,"[0]620-676, [8]553-599, [9]553-599","[0]J61, [9]501",,,,,
B,F,65-90,FIRSTLINE SUPERVISORS CONST & EXT OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]620, [8]553-558, 613, [9]553-558, 613","[0]J61, [9]501",,,,,
B,M,65-90,FIRSTLINE SUPERVISORS CONST & EXT OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]620, [8]553-558, 613, [9]553-558, 613","[0]J61, [9]501",,,,,
W,F,65-90,FIRSTLINE SUPERVISORS CONST & EXT OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]620, [8]553-558, 613, [9]553-558, 613","[0]J61, [9]501",,,,,
W,M,65-90,FIRSTLINE SUPERVISORS CONST & EXT OCCUPATIONS,ASBESTOSIS,243,10,p<0.05,117,447
,,,"[0]620, [8]553-558, 613, [9]553-558, 613","[0]J61, [9]501",,,,,
B,F,65-90,BRICKMASONS & STONEMASONS,ASBESTOSIS,0,<5,,,
,,,"[0]622, [8]553, 563, 564, [9]553, 563, 564","[0]J61, [9]501",,,,,
B,M,65-90,BRICKMASONS & STONEMASONS,ASBESTOSIS,0,<5,,,
,,,"[0]622, [8]553, 563, 564, [9]553, 563, 564","[0]J61, [9]501",,,,,
W,F,65-90,BRICKMASONS & STONEMASONS,ASBESTOSIS,0,<5,,,
,,,"[0]622, [8]553, 563, 564, [9]553, 563, 564","[0]J61, [9]501",,,,,
W,M,65-90,BRICKMASONS & STONEMASONS,ASBESTOSIS,194,<5,,40,566
,,,"[0]622, [8]553, 563, 564, [9]553, 563, 564","[0]J61, [9]501",,,,,
B,F,65-90,BOILERMAKERS & OPER. ENGINEERS,ASBESTOSIS,0,<5,,,
,,,"[0]621, 632, [8]643, 844, [9]643, 844","[0]J61, [9]501",,,,,
B,M,65-90,BOILERMAKERS & OPER. ENGINEERS,ASBESTOSIS,0,<5,,,
,,,"[0]621, 632, [8]643, 844, [9]643, 844","[0]J61, [9]501",,,,,
W,F,65-90,BOILERMAKERS & OPER. ENGINEERS,ASBESTOSIS,0,<5,,,
,,,"[0]621, 632, [8]643, 844, [9]643, 844","[0]J61, [9]501",,,,,
W,M,65-90,BOILERMAKERS & OPER. ENGINEERS,ASBESTOSIS,317,10,p<0.01,152,582
,,,"[0]621, 632, [8]643, 844, [9]643, 844","[0]J61, [9]501",,,,,
B,F,65-90,"CARPET, FLOOR, & TILE INSTALLERS & FINISHERS",ASBESTOSIS,0,<5,,,
,,,"[0]624, [8]565, [9]565","[0]J61, [9]501",,,,,
B,M,65-90,"CARPET, FLOOR, & TILE INSTALLERS & FINISHERS",ASBESTOSIS,0,<5,,,
,,,"[0]624, [8]565, [9]565","[0]J61, [9]501",,,,,
W,F,65-90,"CARPET, FLOOR, & TILE INSTALLERS & FINISHERS",ASBESTOSIS,0,<5,,,
,,,"[0]624, [8]565, [9]565","[0]J61, [9]501",,,,,
W,M,65-90,"CARPET, FLOOR, & TILE INSTALLERS & FINISHERS",ASBESTOSIS,0,<5,,,
,,,"[0]624, [8]565, [9]565","[0]J61, [9]501",,,,,
B,F,65-90,CARPET INSTALLERS,ASBESTOSIS,0,<5,,,
,,,"[0]624, [8]566, [9]566","[0]J61, [9]501",,,,,
B,M,65-90,CARPET INSTALLERS,ASBESTOSIS,0,<5,,,
,,,"[0]624, [8]566, [9]566","[0]J61, [9]501",,,,,
W,F,65-90,CARPET INSTALLERS,ASBESTOSIS,0,<5,,,
,,,"[0]624, [8]566, [9]566","[0]J61, [9]501",,,,,
W,M,65-90,CARPET INSTALLERS,ASBESTOSIS,0,<5,,,
,,,"[0]624, [8]566, [9]566","[0]J61, [9]501",,,,,
B,F,65-90,CARPENTERS,ASBESTOSIS,0,<5,,,
,,,"[0]623, [8]554, 567, 569, [9]554, 567, 569","[0]J61, [9]501",,,,,
B,M,65-90,CARPENTERS,ASBESTOSIS,0,<5,,,
,,,"[0]623, [8]554, 567, 569, [9]554, 567, 569","[0]J61, [9]501",,,,,
W,F,65-90,CARPENTERS,ASBESTOSIS,0,<5,,,
,,,"[0]623, [8]554, 567, 569, [9]554, 567, 569","[0]J61, [9]501",,,,,
W,M,65-90,CARPENTERS,ASBESTOSIS,87,6,,32,189
,,,"[0]623, [8]554, 567, 569, [9]554, 567, 569","[0]J61, [9]501",,,,,
B,F,65-90,DRYWALL INSTALLERS,ASBESTOSIS,0,<5,,,
,,,"[0]633, [8]573, [9]573","[0]J61, [9]501",,,,,
B,M,65-90,DRYWALL INSTALLERS,ASBESTOSIS,0,<5,,,
,,,"[0]633, [8]573, [9]573","[0]J61, [9]501",,,,,
W,F,65-90,DRYWALL INSTALLERS,ASBESTOSIS,0,<5,,,
,,,"[0]633, [8]573, [9]573","[0]J61, [9]501",,,,,
W,M,65-90,DRYWALL INSTALLERS,ASBESTOSIS,563,<5,,14,3138
,,,"[0]633, [8]573, [9]573","[0]J61, [9]501",,,,,
B,F,65-90,ELECTRICIANS,ASBESTOSIS,0,<5,,,
,,,"[0]635, 713, [8]555, 575-577, [9]555, 575-577","[0]J61, [9]501",,,,,
B,M,65-90,ELECTRICIANS,ASBESTOSIS,0,<5,,,
,,,"[0]635, 713, [8]555, 575-577, [9]555, 575-577","[0]J61, [9]501",,,,,
W,F,65-90,ELECTRICIANS,ASBESTOSIS,0,<5,,,
,,,"[0]635, 713, [8]555, 575-577, [9]555, 575-577","[0]J61, [9]501",,,,,
W,M,65-90,ELECTRICIANS,ASBESTOSIS,440,22,p<0.01,276,666
,,,"[0]635, 713, [8]555, 575-577, [9]555, 575-577","[0]J61, [9]501",,,,,
B,F,65-90,"PAINTERS, PAPERHANGERS, & PLASTERERS",ASBESTOSIS,0,<5,,,
,,,"[0]642-643, 646, [8]556, 579-584, [9]556, 579-584","[0]J61, [9]501",,,,,
B,M,65-90,"PAINTERS, PAPERHANGERS, & PLASTERERS",ASBESTOSIS,0,<5,,,
,,,"[0]642-643, 646, [8]556, 579-584, [9]556, 579-584","[0]J61, [9]501",,,,,
W,F,65-90,"PAINTERS, PAPERHANGERS, & PLASTERERS",ASBESTOSIS,0,<5,,,
,,,"[0]642-643, 646, [8]556, 579-584, [9]556, 579-584","[0]J61, [9]501",,,,,
W,M,65-90,"PAINTERS, PAPERHANGERS, & PLASTERERS",ASBESTOSIS,44,<5,,1,248
,,,"[0]642-643, 646, [8]556, 579-584, [9]556, 579-584","[0]J61, [9]501",,,,,
B,F,65-90,"PAINTERS, CONSTRUCTION & MAINTENANCE",ASBESTOSIS,0,<5,,,
,,,"[0]642, [8]556, 579, [9]556, 579","[0]J61, [9]501",,,,,
B,M,65-90,"PAINTERS, CONSTRUCTION & MAINTENANCE",ASBESTOSIS,0,<5,,,
,,,"[0]642, [8]556, 579, [9]556, 579","[0]J61, [9]501",,,,,
W,F,65-90,"PAINTERS, CONSTRUCTION & MAINTENANCE",ASBESTOSIS,0,<5,,,
,,,"[0]642, [8]556, 579, [9]556, 579","[0]J61, [9]501",,,,,
W,M,65-90,"PAINTERS, CONSTRUCTION & MAINTENANCE",ASBESTOSIS,0,<5,,,
,,,"[0]642, [8]556, 579, [9]556, 579","[0]J61, [9]501",,,,,
B,F,65-90,PAPERHANGERS,ASBESTOSIS,0,<5,,,
,,,"[0]643, [8]583, [9]583","[0]J61, [9]501",,,,,
B,M,65-90,PAPERHANGERS,ASBESTOSIS,0,<5,,,
,,,"[0]643, [8]583, [9]583","[0]J61, [9]501",,,,,
W,F,65-90,PAPERHANGERS,ASBESTOSIS,0,<5,,,
,,,"[0]643, [8]583, [9]583","[0]J61, [9]501",,,,,
W,M,65-90,PAPERHANGERS,ASBESTOSIS,0,<5,,,
,,,"[0]643, [8]583, [9]583","[0]J61, [9]501",,,,,
B,F,65-90,PLASTERERS,ASBESTOSIS,0,<5,,,
,,,"[0]646, [8]584, [9]584","[0]J61, [9]501",,,,,
B,M,65-90,PLASTERERS,ASBESTOSIS,0,<5,,,
,,,"[0]646, [8]584, [9]584","[0]J61, [9]501",,,,,
W,F,65-90,PLASTERERS,ASBESTOSIS,0,<5,,,
,,,"[0]646, [8]584, [9]584","[0]J61, [9]501",,,,,
W,M,65-90,PLASTERERS,ASBESTOSIS,666,<5,,17,3713
,,,"[0]646, [8]584, [9]584","[0]J61, [9]501",,,,,
B,F,65-90,"PLUMBERS, PIPEFITTERS, & STEAMFITTERS",ASBESTOSIS,0,<5,,,
,,,"[0]644, [8]557, 585, 587, [9]557, 585, 587","[0]J61, [9]501",,,,,
B,M,65-90,"PLUMBERS, PIPEFITTERS, & STEAMFITTERS",ASBESTOSIS,1359,<5,,34,7572
,,,"[0]644, [8]557, 585, 587, [9]557, 585, 587","[0]J61, [9]501",,,,,
W,F,65-90,"PLUMBERS, PIPEFITTERS, & STEAMFITTERS",ASBESTOSIS,0,<5,,,
,,,"[0]644, [8]557, 585, 587, [9]557, 585, 587","[0]J61, [9]501",,,,,
W,M,65-90,"PLUMBERS, PIPEFITTERS, & STEAMFITTERS",ASBESTOSIS,690,23,p<0.01,438,1036
,,,"[0]644, [8]557, 585, 587, [9]557, 585, 587","[0]J61, [9]501",,,,,
B,F,65-90,"CEMENT, CONCRETE FINISHERS & TERRAZZO WORKERS",ASBESTOSIS,0,<5,,,
,,,"[0]625, [8]588, [9]588","[0]J61, [9]501",,,,,
B,M,65-90,"CEMENT, CONCRETE FINISHERS & TERRAZZO WORKERS",ASBESTOSIS,0,<5,,,
,,,"[0]625, [8]588, [9]588","[0]J61, [9]501",,,,,
W,F,65-90,"CEMENT, CONCRETE FINISHERS & TERRAZZO WORKERS",ASBESTOSIS,0,<5,,,
,,,"[0]625, [8]588, [9]588","[0]J61, [9]501",,,,,
W,M,65-90,"CEMENT, CONCRETE FINISHERS & TERRAZZO WORKERS",ASBESTOSIS,391,<5,,10,2181
,,,"[0]625, [8]588, [9]588","[0]J61, [9]501",,,,,
B,F,65-90,GLAZIERS,ASBESTOSIS,0,<5,,,
,,,"[0]636, [8]589, [9]589","[0]J61, [9]501",,,,,
B,M,65-90,GLAZIERS,ASBESTOSIS,0,<5,,,
,,,"[0]636, [8]589, [9]589","[0]J61, [9]501",,,,,
W,F,65-90,GLAZIERS,ASBESTOSIS,0,<5,,,
,,,"[0]636, [8]589, [9]589","[0]J61, [9]501",,,,,
W,M,65-90,GLAZIERS,ASBESTOSIS,0,<5,,,
,,,"[0]636, [8]589, [9]589","[0]J61, [9]501",,,,,
B,F,65-90,INSULATION WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]640, [8]593, [9]593","[0]J61, [9]501",,,,,
B,M,65-90,INSULATION WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]640, [8]593, [9]593","[0]J61, [9]501",,,,,
W,F,65-90,INSULATION WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]640, [8]593, [9]593","[0]J61, [9]501",,,,,
W,M,65-90,INSULATION WORKERS,ASBESTOSIS,1452,<5,p<0.05,176,5246
,,,"[0]640, [8]593, [9]593","[0]J61, [9]501",,,,,
B,F,65-90,"PAVING, SURFACING, & TAMPING EQUIPMENT OPERATORS",ASBESTOSIS,0,<5,,,
,,,"[0]630, [8]594, [9]594","[0]J61, [9]501",,,,,
B,M,65-90,"PAVING, SURFACING, & TAMPING EQUIPMENT OPERATORS",ASBESTOSIS,0,<5,,,
,,,"[0]630, [8]594, [9]594","[0]J61, [9]501",,,,,
W,F,65-90,"PAVING, SURFACING, & TAMPING EQUIPMENT OPERATORS",ASBESTOSIS,0,<5,,,
,,,"[0]630, [8]594, [9]594","[0]J61, [9]501",,,,,
W,M,65-90,"PAVING, SURFACING, & TAMPING EQUIPMENT OPERATORS",ASBESTOSIS,0,<5,,,
,,,"[0]630, [8]594, [9]594","[0]J61, [9]501",,,,,
B,F,65-90,REINFORCING IRON & REBAR WORKERS,ASBESTOSIS,0,<5,,,
,,,[0]650,"[0]J61, [9]501",,,,,
B,M,65-90,REINFORCING IRON & REBAR WORKERS,ASBESTOSIS,0,<5,,,
,,,[0]650,"[0]J61, [9]501",,,,,
W,F,65-90,REINFORCING IRON & REBAR WORKERS,ASBESTOSIS,0,<5,,,
,,,[0]650,"[0]J61, [9]501",,,,,
W,M,65-90,REINFORCING IRON & REBAR WORKERS,ASBESTOSIS,0,<5,,,
,,,[0]650,"[0]J61, [9]501",,,,,
B,F,65-90,ROOFERS,ASBESTOSIS,0,<5,,,
,,,"[0]651, [8]595, [9]595","[0]J61, [9]501",,,,,
B,M,65-90,ROOFERS,ASBESTOSIS,0,<5,,,
,,,"[0]651, [8]595, [9]595","[0]J61, [9]501",,,,,
W,F,65-90,ROOFERS,ASBESTOSIS,0,<5,,,
,,,"[0]651, [8]595, [9]595","[0]J61, [9]501",,,,,
W,M,65-90,ROOFERS,ASBESTOSIS,0,<5,,,
,,,"[0]651, [8]595, [9]595","[0]J61, [9]501",,,,,
B,F,65-90,SHEETMETAL WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]652, [8]596, [9]596","[0]J61, [9]501",,,,,
B,M,65-90,SHEETMETAL WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]652, [8]596, [9]596","[0]J61, [9]501",,,,,
W,F,65-90,SHEETMETAL WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]652, [8]596, [9]596","[0]J61, [9]501",,,,,
W,M,65-90,SHEETMETAL WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]652, [8]596, [9]596","[0]J61, [9]501",,,,,
B,F,65-90,CONSTRUCTION LABORERS,ASBESTOSIS,0,<5,,,
,,,"[0]626, [8]869, [9]869","[0]J61, [9]501",,,,,
B,M,65-90,CONSTRUCTION LABORERS,ASBESTOSIS,0,<5,,,
,,,"[0]626, [8]869, [9]869","[0]J61, [9]501",,,,,
W,F,65-90,CONSTRUCTION LABORERS,ASBESTOSIS,0,<5,,,
,,,"[0]626, [8]869, [9]869","[0]J61, [9]501",,,,,
W,M,65-90,CONSTRUCTION LABORERS,ASBESTOSIS,225,10,p<0.05,108,413
,,,"[0]626, [8]869, [9]869","[0]J61, [9]501",,,,,
B,F,65-90,PILE-DRIVER OPERATORS,ASBESTOSIS,0,<5,,,
,,,[0]631,"[0]J61, [9]501",,,,,
B,M,65-90,PILE-DRIVER OPERATORS,ASBESTOSIS,0,<5,,,
,,,[0]631,"[0]J61, [9]501",,,,,
W,F,65-90,PILE-DRIVER OPERATORS,ASBESTOSIS,0,<5,,,
,,,[0]631,"[0]J61, [9]501",,,,,
W,M,65-90,PILE-DRIVER OPERATORS,ASBESTOSIS,0,<5,,,
,,,[0]631,"[0]J61, [9]501",,,,,
B,F,65-90,STRUCTURAL IRON & STEEL WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]653, [8]597, [9]597","[0]J61, [9]501",,,,,
B,M,65-90,STRUCTURAL IRON & STEEL WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]653, [8]597, [9]597","[0]J61, [9]501",,,,,
W,F,65-90,STRUCTURAL IRON & STEEL WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]653, [8]597, [9]597","[0]J61, [9]501",,,,,
W,M,65-90,STRUCTURAL IRON & STEEL WORKERS,ASBESTOSIS,280,<5,,34,1011
,,,"[0]653, [8]597, [9]597","[0]J61, [9]501",,,,,
B,F,65-90,ELEVATOR INSTALLERS & REPAIRERS,ASBESTOSIS,0,<5,,,
,,,"[0]670, [8]543, [9]543","[0]J61, [9]501",,,,,
B,M,65-90,ELEVATOR INSTALLERS & REPAIRERS,ASBESTOSIS,0,<5,,,
,,,"[0]670, [8]543, [9]543","[0]J61, [9]501",,,,,
W,F,65-90,ELEVATOR INSTALLERS & REPAIRERS,ASBESTOSIS,0,<5,,,
,,,"[0]670, [8]543, [9]543","[0]J61, [9]501",,,,,
W,M,65-90,ELEVATOR INSTALLERS & REPAIRERS,ASBESTOSIS,0,<5,,,
,,,"[0]670, [8]543, [9]543","[0]J61, [9]501",,,,,
B,F,65-90,"DRILLERS, EARTH",ASBESTOSIS,0,<5,,,
,,,"[0]682, [8]598, [9]598","[0]J61, [9]501",,,,,
B,M,65-90,"DRILLERS, EARTH",ASBESTOSIS,0,<5,,,
,,,"[0]682, [8]598, [9]598","[0]J61, [9]501",,,,,
W,F,65-90,"DRILLERS, EARTH",ASBESTOSIS,0,<5,,,
,,,"[0]682, [8]598, [9]598","[0]J61, [9]501",,,,,
W,M,65-90,"DRILLERS, EARTH",ASBESTOSIS,0,<5,,,
,,,"[0]682, [8]598, [9]598","[0]J61, [9]501",,,,,
B,F,65-90,"HELPERS, CONSTRUCTION TRADES",ASBESTOSIS,0,<5,,,
,,,"[0]660, [8]865-867, [9]866-868","[0]J61, [9]501",,,,,
B,M,65-90,"HELPERS, CONSTRUCTION TRADES",ASBESTOSIS,0,<5,,,
,,,"[0]660, [8]865-867, [9]866-868","[0]J61, [9]501",,,,,
W,F,65-90,"HELPERS, CONSTRUCTION TRADES",ASBESTOSIS,0,<5,,,
,,,"[0]660, [8]865-867, [9]866-868","[0]J61, [9]501",,,,,
W,M,65-90,"HELPERS, CONSTRUCTION TRADES",ASBESTOSIS,0,<5,,,
,,,"[0]660, [8]865-867, [9]866-868","[0]J61, [9]501",,,,,
B,F,65-90,"CONSTRUCTION TRADES, NEC",ASBESTOSIS,0,<5,,,
,,,"[0]631, 644, 671, 672, 673, 675, 676, 712, 733, [8]599, [9]599","[0]J61, [9]501",,,,,
B,M,65-90,"CONSTRUCTION TRADES, NEC",ASBESTOSIS,2360,<5,,59,13150
,,,"[0]631, 644, 671, 672, 673, 675, 676, 712, 733, [8]599, [9]599","[0]J61, [9]501",,,,,
W,F,65-90,"CONSTRUCTION TRADES, NEC",ASBESTOSIS,0,<5,,,
,,,"[0]631, 644, 671, 672, 673, 675, 676, 712, 733, [8]599, [9]599","[0]J61, [9]501",,,,,
W,M,65-90,"CONSTRUCTION TRADES, NEC",ASBESTOSIS,452,6,p<0.01,166,984
,,,"[0]631, 644, 671, 672, 673, 675, 676, 712, 733, [8]599, [9]599","[0]J61, [9]501",,,,,
B,F,65-90,EXTRACTIVE OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]680-694, 693, [8]613-617, 867, [9]613-617, 868","[0]J61, [9]501",,,,,
B,M,65-90,EXTRACTIVE OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]680-694, 693, [8]613-617, 867, [9]613-617, 868","[0]J61, [9]501",,,,,
W,F,65-90,EXTRACTIVE OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]680-694, 693, [8]613-617, 867, [9]613-617, 868","[0]J61, [9]501",,,,,
W,M,65-90,EXTRACTIVE OCCUPATIONS,ASBESTOSIS,39,<5,,5,140
,,,"[0]680-694, 693, [8]613-617, 867, [9]613-617, 868","[0]J61, [9]501",,,,,
B,F,65-90,"DERRICK, ROTARY DRILL & SERVICE UNIT OPERATORS OIL, GAS & MINING",ASBESTOSIS,0,<5,,,
,,,"[0]680, 692, [8]614, [9]614","[0]J61, [9]501",,,,,
B,M,65-90,"DERRICK, ROTARY DRILL & SERVICE UNIT OPERATORS OIL, GAS & MINING",ASBESTOSIS,0,<5,,,
,,,"[0]680, 692, [8]614, [9]614","[0]J61, [9]501",,,,,
W,F,65-90,"DERRICK, ROTARY DRILL & SERVICE UNIT OPERATORS OIL, GAS & MINING",ASBESTOSIS,0,<5,,,
,,,"[0]680, 692, [8]614, [9]614","[0]J61, [9]501",,,,,
W,M,65-90,"DERRICK, ROTARY DRILL & SERVICE UNIT OPERATORS OIL, GAS & MINING",ASBESTOSIS,0,<5,,,
,,,"[0]680, 692, [8]614, [9]614","[0]J61, [9]501",,,,,
B,F,65-90,EXPLOSIVES WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]683, [8]615, [9]615","[0]J61, [9]501",,,,,
B,M,65-90,EXPLOSIVES WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]683, [8]615, [9]615","[0]J61, [9]501",,,,,
W,F,65-90,EXPLOSIVES WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]683, [8]615, [9]615","[0]J61, [9]501",,,,,
W,M,65-90,EXPLOSIVES WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]683, [8]615, [9]615","[0]J61, [9]501",,,,,
B,F,65-90,MINING MACHINE OPERATORS,ASBESTOSIS,0,<5,,,
,,,"[0]684, [8]616, [9]616","[0]J61, [9]501",,,,,
B,M,65-90,MINING MACHINE OPERATORS,ASBESTOSIS,0,<5,,,
,,,"[0]684, [8]616, [9]616","[0]J61, [9]501",,,,,
W,F,65-90,MINING MACHINE OPERATORS,ASBESTOSIS,0,<5,,,
,,,"[0]684, [8]616, [9]616","[0]J61, [9]501",,,,,
W,M,65-90,MINING MACHINE OPERATORS,ASBESTOSIS,23,<5,,1,131
,,,"[0]684, [8]616, [9]616","[0]J61, [9]501",,,,,
B,F,65-90,"ROOF BOLTERS, MINING",ASBESTOSIS,0,<5,,,
,,,[0]691,"[0]J61, [9]501",,,,,
B,M,65-90,"ROOF BOLTERS, MINING",ASBESTOSIS,0,<5,,,
,,,[0]691,"[0]J61, [9]501",,,,,
W,F,65-90,"ROOF BOLTERS, MINING",ASBESTOSIS,0,<5,,,
,,,[0]691,"[0]J61, [9]501",,,,,
W,M,65-90,"ROOF BOLTERS, MINING",ASBESTOSIS,0,<5,,,
,,,[0]691,"[0]J61, [9]501",,,,,
B,F,65-90,"OTHER EXTRACTION WORKERS, INCLUDING HELPERS",ASBESTOSIS,0,<5,,,
,,,"[0]691, 693-694, [8]617, [9]617","[0]J61, [9]501",,,,,
B,M,65-90,"OTHER EXTRACTION WORKERS, INCLUDING HELPERS",ASBESTOSIS,0,<5,,,
,,,"[0]691, 693-694, [8]617, [9]617","[0]J61, [9]501",,,,,
W,F,65-90,"OTHER EXTRACTION WORKERS, INCLUDING HELPERS",ASBESTOSIS,0,<5,,,
,,,"[0]691, 693-694, [8]617, [9]617","[0]J61, [9]501",,,,,
W,M,65-90,"OTHER EXTRACTION WORKERS, INCLUDING HELPERS",ASBESTOSIS,325,<5,,8,1808
,,,"[0]691, 693-694, [8]617, [9]617","[0]J61, [9]501",,,,,
B,F,65-90,PRECISION PRODUCTION OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]770-896, [8]633-699, [9]628-699","[0]J61, [9]501",,,,,
B,M,65-90,PRECISION PRODUCTION OCCUPATIONS,ASBESTOSIS,388,<5,,80,1133
,,,"[0]770-896, [8]633-699, [9]628-699","[0]J61, [9]501",,,,,
W,F,65-90,PRECISION PRODUCTION OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]770-896, [8]633-699, [9]628-699","[0]J61, [9]501",,,,,
W,M,65-90,PRECISION PRODUCTION OCCUPATIONS,ASBESTOSIS,169,48,p<0.01,125,224
,,,"[0]770-896, [8]633-699, [9]628-699","[0]J61, [9]501",,,,,
B,F,65-90,"SUPERVISORS, PRODUCTION OCCUPATIONS",ASBESTOSIS,0,<5,,,
,,,"[0]770, [8]633, [9]628","[0]J61, [9]501",,,,,
B,M,65-90,"SUPERVISORS, PRODUCTION OCCUPATIONS",ASBESTOSIS,585,<5,,15,3257
,,,"[0]770, [8]633, [9]628","[0]J61, [9]501",,,,,
W,F,65-90,"SUPERVISORS, PRODUCTION OCCUPATIONS",ASBESTOSIS,0,<5,,,
,,,"[0]770, [8]633, [9]628","[0]J61, [9]501",,,,,
W,M,65-90,"SUPERVISORS, PRODUCTION OCCUPATIONS",ASBESTOSIS,176,13,,94,300
,,,"[0]770, [8]633, [9]628","[0]J61, [9]501",,,,,
B,F,65-90,PRECISION METAL AND WOODWORKING OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]652, 771, 774, 803, 813, 816, 821-822, 850-855, 875, 891, [8]634-659, [9]634-659","[0]J61, [9]501",,,,,
B,M,65-90,PRECISION METAL AND WOODWORKING OCCUPATIONS,ASBESTOSIS,420,<5,,10,2339
,,,"[0]652, 771, 774, 803, 813, 816, 821-822, 850-855, 875, 891, [8]634-659, [9]634-659","[0]J61, [9]501",,,,,
W,F,65-90,PRECISION METAL AND WOODWORKING OCCUPATIONS,ASBESTOSIS,0,<5,,,
